nomem_encr,Q30,Q30_E,Code1,Code2,Code3
881884,Ik gebruik mijn foon ook voor mijn werk.,I also use my phone for work.,3.4,,
881890,veel gedoe,a lot of fuss,3.3,,
881916,Vanwege mijn privacy,Because of my privacy,1.1,,
881921,Big brother is watching you en daar baal ik van.,Big brother is watching you and it pisses me off.,1.1,,
881958,,,,,
881970,Privacy redenen,Privacy reasons,1.1,,
882006,prive,private,1.1,,
882037,Geen behoefte aan,No need for,4.3,,
882040,om dat ik dat gewoon niet wil,because I just don't want that,7.1,,
882079,,,,,
882137,"Ik heb mijn telefoon niet altijd bij mij, bijvoorbeeld niet als ik sport of wandel. Het aantal stappen dat per dag wordt gemeten is dus niet representatief, maar in principe te laag.","I don't always have my phone with me, for example, not when I'm exercising or walking. Therefore, the number of steps measured per day isn't representative, but essentially too low.",4.1,4.4,
882150,Privacy,Privacy,1.1,,
882172,,,,,
882199,kost teveel tijd,takes too much time,3.3,,
882269,,,,,
882354,,,,,
882464,,,,,
882465,Heb liever geen zaken op mijn telefoon die mij volgen.,I'd rather not have things on my phone that track me.,1.1,,
882504,Ik vind het te ingewikkeld,I find it too complicated,3.2,,
882513,ik heb geen iphone,I don't have an iPhone,3.4,,
882589,,,,,
882692,niet met google,not with google,6.4,,
882723,,,,,
882733,,,,,
882754,"Had in eerste instantie ja gezegd, maar heb geen pc of laptop meer. Ik gebruik alleen mijn telefoon.","I initially said yes, but I don't have a PC or laptop anymore. I only use my phone.",3.1,,
882763,,,,,
882768,,,,,
882772,privacy,privacy,1.1,,
882780,vind het niet relevant,I don't find it relevant,4.3,,
882804,,,,,
882897,Wil het niet,Don't want it,7.1,,
882940,,,,,
882969,Ik probeer zomin mogelijk mijn data met anderen te delen.,I try to share as little of my data with others as possible.,1.1,,
883026,mis een been dus het lopen gaat mij niet lekker af,I'm missing a leg so walking isn't easy for me,5.2,4.4,
883044,gaat alleen mij zelf aan,only concerns me,7.2,,
883070,,,,,
883123,,,,,
883129,ik moet dan steeds denken om mijn telefoon aan of uit te zetten en mee te nemen anders kloppen de data niet. Het vind ik te veel moeite en aandacht vragen en is me geen 5 euro waard,"I constantly have to remember to turn my phone on and off and take it with me, otherwise the data won't be accurate. I think it requires too much effort and attention, and it's not worth 5 euros to me.",4.1,3.3,6.3
883139,,,,,
883169,Niet belangrijk voor mij.,Not important to me.,4.3,,
883193,,,,,
883219,begrijp niet hoe gezette stappen gemeten worden. zet ook stappen als mijn tas met mobiel in de tas zit en ergens ligt. dus een volledig beeld is er niet. beetje onduidelijk,I don't understand how steps are measured. I also take steps when my bag with my phone is in it and lying around somewhere. So there's no complete picture. A bit unclear.,4.2,,
883325,Die wil ik liever privÃ© houden,I'd rather keep that private,1.1,,
883334,Ik vind dat ik al heel veel deel met onderzoekers.,I think I already share a lot with researchers.,6.5,,
883337,de uitleg komt niet overeen met de de schermen die ik op mijn telefoon heb . het kan zijn dat ik net een update heb gekregen anders had ik mee gedaan,"The explanation doesn't match the screens I have on my phone. I might have just received an update, otherwise I would have participated.",3.4,,
883472,,,,,
883499,,,,,
883517,geen locatiegegevens,no location data,4.1,,
883540,ik deel liever gen gegevens vanuit mijn gsm,I prefer not to share any data from my mobile phone,1.1,,
883587,"Geen interesse in, teveel gedoe.","Not interested, too much hassle.",3.3,7.1,
883608,Geen behoefte,No need,4.3,,
883609,Prive,Private,1.1,,
883615,,,,,
883719,,,,,
883721,voornamelijk privacy,mainly privacy,1.1,,
883801,past niet in mijn agenda,doesn't fit into my schedule,3.3,,
883816,Heb er geen zin in.,I don't feel like it.,7.1,,
883859,,,,,
884161,,,,,
884171,,,,,
884191,,,,,
884218,?,?,8.2,,
884237,privacy,privacy,1.1,,
884246,,,,,
884283,,,,,
884341,,,,,
884653,prive,private,1.1,,
884667,,,,,
884677,"Het lukte me niet om met jullie instructiesnde gezondheidsapp te openen, misschien omdat ik hem nog nooit eerder heb geopend op mijn telefoon..","I couldn't open the health app with your instructions, maybe because I've never opened it on my phone before.",3.4,,
884716,Teveel extra werk,Too much extra work,3.3,,
884811,Heb er geen vertrouwen in en ook geen zin in,I have no confidence in it and I don't feel like it either,7.2,,
884872,Teveel gedoe.,Too much hassle.,3.3,,
884899,,,,,
884970,Wil mijn smartphone niet altijd bij me hebben.,I don't want to always have my smartphone with me.,3.3,,
885101,"Ik heb de telefoon niet altijd bij me. Ik heb ook een stappenteller, maar geeft ook geen duidelijk beeld.","I don't always have my phone with me. I also have a pedometer, but it doesn't give a clear picture either.",4.1,4.4,
885122,"het beantwoorden van vragen is okÃ©, het delen van gegevens uit de pc voelt niet goed","Answering questions is okay, sharing data from the PC doesn't feel right",1.1,,
885134,,,,,
885165,Gezien mijn leeftijd (88 jaar) zie ik hier van af.,Considering my age (88 years) I will refrain from doing so.,4.4,,
885238,Vind dat een stap te ver gaan.,I think that's going a step too far.,1.1,,
885244,Gedoe,Trouble,7.2,,
885250,"Ik moet al zoveel ik heb een aandoening aan de aorta een aneurisma is ontdekt dat door de scan voor hernia heb 1k voor 12 jaar terug ook een operatie voor gehad.Ze kunnen mij niet opereren te gevaarlijk het zit bij de nieren.Ik krijg med. fisio sta wekelijks op de loopband, maar mag mijn armen niet te zwaar belasten, soms kan ik 1 km. lopen dan voel ik mijn benen niet meer,even rusten en begin weer opnieuw. Ik wil daarom nog niet meer daarbij hebben.","I already have so much to do. I have an aortic aneurysm, which was discovered during a scan for a hernia. I also had surgery for it 12 years ago. They can't operate on me because it's too dangerous; it's near my kidneys. I have physical therapy every week, and I'm not allowed to put too much strain on my arms. Sometimes I can walk 1 km and then I can't feel my legs anymore. I rest for a bit and then start again. That's why I don't want to have any more than that.",3.3,5.2,4.4
885296,Ik zie er het nut niet van,I don't see the point of it,4.3,,
885307,"Ik doe niet mee aan dit onderzoek, omdat ik nooit mijn smartphone meeneem als ik ga sporten (badminton, fitness, hardlopen). In ons dorp gebruik ik altijd de fiets als vervoermiddel; ook dan heb ik niet altijd de smartphone bij me.","I'm not participating in this study because I never take my smartphone with me when I exercise (badminton, fitness, running). In our village, I always use my bicycle as a means of transportation; even then, I don't always have my smartphone with me.",4.1,4.4,
885375,geen,no,8.1,,
885455,,,,,
885461,Op dit moment geen interesse.,Not interested at this time.,7.1,,
885467,,,,,
885546,Geen interesse,Not interested,7.1,,
885552,ben rolstoel gebonden dus zet geen stappen,I am wheelchair bound so I cannot take any steps,4.4,,
885602,,,,,
885659,Niet geinteresseerd,Not interested,7.1,,
885690,,,,,
885714,,,,,
885763,Ik ben zelf niet geÃ¯nteresseerd in deze gegevens,I am not interested in this data myself,5.4,,
885787,Het verplicht me weer om alles bij te houden. De vragen over de laatste 7 dagen heb ik niet ingevuld vanwege de griep.,It forces me to keep track of everything again. I didn't answer the questions about the last 7 days because I had the flu.,5.2,,
885791,,,,,
885809,"Kan dit niet doen op de computer, deze is namelijk van mijn werk.",Can’t do this on my computer because it’s my work computer.,3.4,,
885960,Geen speciale reden.,No special reason.,8.1,,
886065,prive,private,1.1,,
886068,Te veel gedoe en heb in deze periode het erg druk met werk.,Too much hassle and I am very busy with work at this time.,3.3,,
886276,Te veel gedoe,Too much hassle,3.3,,
886291,Ik kan niet meedoen omdat ik op mijn werk mijn smartphone niet bij me mag hebben,I can't participate because I'm not allowed to have my smartphone with me at work,3.4,4.4,
886309,,,,,
886326,,,,,
886328,teveel gedoe,too much hassle,3.3,,
886347,Deze gegeven worden bij mij nauwelijks verzameld.,I hardly ever collect this data.,4.1,,
886361,Dit gaat me te ver.,This is going too far for me.,1.1,,
886404,Ik wil af en toe nee kunnen zeggen,I want to be able to say no sometimes,7.1,,
886432,,,,,
886495,,,,,
886560,"Ik wil de gegevens best delen, maar het kost teveel moeite voor maar 5 euro vrees ik","I would like to share the information, but I'm afraid it would be too much effort for only 5 euros.",6.3,,
886581,Ik heb er nu geen tijd voor,I don't have time for it now,3.3,,
886699,Gewoon,Just,8.2,,
886712,,,,,
886733,Krijg het exporteren niet voor elkaar op de telefoon (apple 13),Can't get export to work on phone (apple 13),3.1,,
886807,,,,,
886947,,,,,
886996,,,,,
887008,,,,,
887191,Ik vind het een ingewikkelde vraag en te omslachtig.,I think it is a complicated question and too cumbersome.,3.2,3.3,
887274,Omdat ik niet zoveel loop ivm rugklachten,Because I don't walk that much due to back problems,4.1,5.2,4.4
887380,,,,,
887387,Geen zin in. Zit in een rolstoel,I don't feel like it. I'm in a wheelchair.,4.4,,
887423,,,,,
887532,misbruik,abuse,2.1,,
887594,,,,,
887685,privacy,privacy,1.1,,
887704,x,X,8.2,,
887710,,,,,
887734,,,,,
887745,,,,,
887776,Ik wilde de gegevens wel delen maar het lukt niet. Bij exporteren kan ik niet kiezen waarnaar toe. En vervolgens is het bestand niet terug te vinden.,"I wanted to share the data, but it's not working. When I export, I can't choose where to send it. And then the file can't be found.",3.1,,
887826,ik zou niet weten hoe ik iets moet invoeren of instellen,I wouldn't know how to enter or set anything,3.2,,
887911,"Dit is privÃ©, er wordt al veel te veel inzicht gegeven in allerlei gegevens. Ik hoef niet digitaal gevolgd te worden. Gaat niemand wat aan om mij te volgen. Dit kan ook op een andere manier door zelf in een lijst bij te houden hoeveel je per dag beweegt en welke beweging.","This is private; far too much insight into all sorts of data is already being provided. I don't need to be tracked digitally. It's nobody's business to track me. This can also be done differently, by keeping a list of how much you exercise per day and what kind of exercise you do.",1.1,1.2,
887955,prive gegevens.,private data.,1.1,,
888024,,,,,
888029,,,,,
888046,,,,,
888167,vertrouw het niet,don't trust it,6.1,,
888171,,,,,
888189,,,,,
888217,,,,,
888238,,,,,
888272,"Ik doe alles wat met LISS te maken heeft met mijn telefoon, ik ga er geen andere devices voor gebruiken.","I do everything LISS related with my phone, I won't use any other devices for it.",1.1,6.5,
888348,,,,,
888406,prive,private,1.1,,
888415,,,,,
888421,Ik kan op dit moment niet veel bewegen. Binnenkort word ik aan mijn rug geopereerd.,I can't move much at the moment. I'm having back surgery soon.,5.2,4.1,4.4
888424,,,,,
888516,,,,,
888638,,,,,
888641,Te lastig,Too difficult,3.2,,
888650,Erg persoonlijk,Very personal,1.1,,
888682,bang dat ik het vergeet om eerlijk te zijn,afraid I'll forget to be honest,7.2,,
888696,niet zo veel interesse,not so much interest,7.1,,
888732,,,,,
888787,Ik heb geen behoefte om daar aan mee te doen.,I have no need to participate in that.,4.3,,
888807,,,,,
888827,,,,,
888886,,,,,
888895,Gaat me te ver,Goes too far for me,1.1,,
888903,Ik wil deze gegevens niet delen.,I do not want to share this information.,1.1,,
888934,Omdat ik ergeen rekening mee wens te houden,Because I don't want to take it into account,7.1,,
888995,geen behoefte,no need,4.3,,
889001,,,,,
889034,,,,,
889053,,,,,
889105,Ik krijg het opgevraagde pakket niet geopend op mijn mobiel!,I can't open the requested package on my mobile!,3.4,,
889108,Vertrouwen,To trust,6.1,,
889127,Ik wil zo weinig mogelijk y=te maken hebben met grote techbedrijven,I want to have as little to do with big tech companies as possible,6.4,,
889175,,,,,
889239,,,,,
889279,te weinig kennis,too little knowledge,6.2,,
889319,,,,,
889333,Voelt toch als een vorm van betutteling; iedereen moet zelf weten wat hij/zij aan beweging wil doen; hoeveel stappen je wilt zetten enz.,"It feels a bit patronizing; everyone should decide for themselves what kind of exercise they want to do, how many steps they want to take, etc.",7.1,,
889340,,,,,
889422,Vertrouw het niet,Don't trust it,6.1,,
889430,ik wil het zelf al niet weten,I don't even want to know,7.1,,
889443,"Ik ben blij dat ik kan appen, maar weet verder heel weinig van welke andere functie ook, en gebruik dan ook niets anders. Ik ben altijd bang iets verkeerd te doen of dat het geld kost, en dit apparaat is een prepaid, en zelf kan ik hem niet opwaarderen. Ik ga echt niet proberen zo'n pakketje op te vragen. Het gaat dus niet om het niet willen delen, maar meer om dat ik te onzeker ben op de smartphone.","I'm happy to be able to use apps, but I know very little about any other functions, so I don't use anything else. I'm always afraid of doing something wrong or that it will cost money, and this device is prepaid, and I can't top it up myself. I'm definitely not going to try to request a package like that. So it's not about not wanting to share, but more about being too insecure about my smartphone.",3.2,5.1,
889483,"Op dit moment is mijn knie geblesseerd, dus mijn bewegingen zijn minder dan normaal",At the moment my knee is injured so my movements are less than normal,5.2,4.1,4.4
889513,Te ingewikkeld voor een bejaarde digibeetâ€¦,Too complicated for an elderly computer illiterate...,3.2,4.4,
889516,"Dan moet ik constant mobiel op lijf hebben, heb geen smartwatch.","Then I have to constantly have my mobile phone on my body, I don't have a smartwatch.",3.3,,
889518,,,,,
889580,"Ik doe zwaar lichamelijk werk, en daarbij draag ik mijn telefoon niet bij mij.","I do heavy physical work, and I don't carry my phone with me.",4.1,,
889659,,,,,
889697,Te weinig interesse.,Not enough interest.,7.1,,
889709,,,,,
889715,"Geen zin, geen tijd, geen ver","No desire, no time, no far",3.3,,
889727,is me allemaal te ingewikkeld,it's all too complicated for me,3.2,,
889755,,,,,
889756,Is me te ingewikkeld,It's too complicated for me,3.2,,
889807,Hou deze liever prive,Better keep this private,1.1,,
889830,"ik wil op mijn eigen manier bewegen, zonder gecontroleerd te worden.","I want to move in my own way, without being controlled.",1.1,,
889840,,,,,
890029,,,,,
890103,Ik had eerst ja gezegd maar de server gaf een fout; ik heb het zeker 20 keer geprobeerd en heb het opgegeven,I initially said yes but the server gave an error; I tried at least 20 times and then gave up.,3.1,,
890159,Ben bang dat het delen mijn gedrag gaat beÃ¯nvloeden en daardoor geen eerlijk beeld geeft,I'm afraid that sharing will influence my behavior and therefore not give an honest picture.,4.1,,
890244,Privacy,Privacy,1.1,,
890270,Ik deel het liefst zo weinig mogelijk persoonlijke gegevens,I prefer to share as little personal information as possible,1.1,,
890298,,,,,
890323,Ik wil ze wel delen maar ik wil mijn smartphone niet altijd bij me hebben. Als ik ga hardlopen heb ik hem nooit bij me en dat wil ik ook in de toekomst niet.,"I'd like to share them, but I don't want to always have my smartphone with me. When I go running, I never have it with me, and I don't want to in the future either.",3.3,4.1,4.4
890344,Ik vind het lastig om dat op te vragen.,I find it difficult to ask that.,3.3,,
890397,,,,,
890410,,,,,
890423,.,.,8.2,,
890460,Geen goed gevoel,Not feeling well,7.1,,
890467,Privacy,Privacy,1.1,,
890557,Het automatisme via Apple.,The automation via Apple.,6.4,,
890612,Ik ben er te oud voor,I'm too old for this,4.4,,
890625,te veel prive,too much private,1.1,,
890634,,,,,
890649,,,,,
890692,Ik vind het te ingewikkeld om zo'n pakketje aan te vragen. Anders zou ik het geen probleem vinden.,"I find it too complicated to request such a package. Otherwise, I wouldn't have a problem with it.",3.2,,
890768,nvt,n/a,8.1,,
890798,Geen behoefte,No need,4.3,,
890839,,,,,
890843,,,,,
890856,Geen vertrouwen,No trust,6.1,,
890882,Wil deze informatie niet delen.,Do not want to share this information.,1.1,,
890891,,,,,
891003,,,,,
891006,"Ik wil wel meedoen, maar dat kan technisch niet , omdat ik geen internetabonnement op mijn smartphone heb, dus de locaties worden niet bewaard. (Ik gebruik slechts wifi als ik thuis ben of ergens waar ik het wachtwoord kan/mag gebruiken)","I'd like to participate, but technically it's not possible because I don't have an internet subscription on my smartphone, so the locations aren't saved. (I only use Wi-Fi when I'm at home or somewhere where I can/may use the password.)",3.1,,
891009,te ingewikkeld met de smartphone,too complicated with the smartphone,3.2,,
891015,"Het is voor mij te veel werk boven op mijn dagelijkse activiteiten, bovendien komt er al zoveel informatie op mij af.","It's too much work for me on top of my daily activities, plus there's already so much information coming my way.",3.3,,
891061,,,,,
891097,Ben niet geÃ¯nteresseerd,Not interested,7.1,,
891134,,,,,
891152,,,,,
891157,Invulling van de lijst is prima daar laat ik het bij.,"Completing the list is fine, I'll leave it at that.",6.5,,
891241,,,,,
891357,wel erg privÃ©,very private,1.1,,
891387,Ik heb mijn mobiel niet altijd bij me als ik beweeg.,I don't always have my cell phone with me when I exercise.,4.1,4.4,
891447,,,,,
891491,,,,,
891714,zie er het nut niet van in,don't see the point in it,4.3,,
891736,Te gecompliceerd voor mij.,Too complicated for me.,3.2,,
891781,,,,,
892068,"De tijdsinvestering die het kost om deze gegevens te verkrijgen. Ik heb een Apple Watch, als ik daarvan de stappen kan aflezen en delen, vind ik het prima om mee te doen","The time investment required to obtain this data. I have an Apple Watch, and if I can read and share my steps from it, I'm happy to participate.",3.3,,
892105,Ik heb een prepaid card en daardoor vaak niet bereikbaar en kan dan ook geen gegevens registreren,I have a prepaid card and am therefore often unavailable and cannot register any data.,3.4,4.1,
892147,,,,,
892218,Lijkt mij wat omslagtig. Ik weet niet precies hoe het gaat eigenlijk ik sta iedere ochtend op ontbijten en dan rommelen in huis schoonmaken de achtertuin in enz,"Seems a bit complicated to me. I don't know exactly how it works, actually. I get up every morning and have breakfast, then I tidy up the house, clean the backyard, etc.",3.2,,
892346,,,,,
892349,"Ik weet niet wanneer deze onderzoeken ongeveer zullen zijn. Voor mij komen er vakantie perioden aan, waardoor het mogelijk lastig wordt om mee te doen.","I don't know approximately when these studies will take place. I have vacation periods coming up, which might make it difficult to participate.",5.3,,
892351,,,,,
892471,Ik vertrouw ook weinig van dit soort bedrijven. Bovendien op dit moment niet van toepassing daar ik ben geopereerd en een nieuwe heup heb gekrgen.Anders elke dag toch wel 10000 stappen,"I don't trust these kinds of companies much either. Besides, it's not relevant right now since I've had surgery and a hip replacement. Otherwise, I'd still take 10,000 steps every day.",6.4,5.2,
892476,Ben daar niet zo handig in,I'm not very good at that,3.2,,
892478,,,,,
892488,Dit gaat mij veel te ver.,This goes way too far for me.,1.1,,
892545,,,,,
892630,,,,,
892679,,,,,
892718,,,,,
892776,Heb mijn mobiel niet altijd dicht bij me/op me,I don't always have my cell phone close to me/on me,4.1,4.4,
892836,Geen interesse,Not interested,7.1,,
892892,Het lijkt me al bij voorbaat te ingewikkeld. Ik gebruik mijn smartphone haast niet.,It seems too complicated to me right from the start. I hardly ever use my smartphone.,3.2,4.1,4.4
892910,Geen zin in,No sense in,7.1,,
892996,"Ik twijfel om mee te doen, moet dan constant de telefoon bij mij houden. Ben met van alles bezig wat mijn aandacht nodig heeft. Geeft extra druk om aan dit onderzoek mee te doen.",I'm hesitant to participate; I'd have to keep my phone with me at all times. I'm busy with all sorts of things that demand my attention. Participating in this study adds extra pressure.,3.3,,
893011,Te druk,Too busy,3.3,,
893014,,,,,
893061,Allemaal te veel gedoe voor me om het allemaal bij te houden.,It's all too much hassle for me to keep track of it all.,3.3,,
893066,Geen interesse.,Not interested.,7.1,,
893086,Er is toch allang bewezen dat bewegen gezond en belangrijk voor de gezondheid zijn!Dus zie het nut van meedoen aan weer zo'n onderzoek niet echt noodzakelijk!,It's been proven for a long time that exercise is healthy and important for your health! So I don't really see the point of participating in yet another study!,4.2,,
893164,"Ik laat mij mobiel bijna altijd thuis, omdat mijn partner hem altijd bij zich heeft, hij heeft ook een stappenteller op zijn mobiel.",I almost always leave my cell phone at home because my partner always has it with him; he also has a pedometer on his cell phone.,4.1,4.4,
893325,,,,,
893353,,,,,
893411,Geen,No,8.1,,
893417,,,,,
893435,,,,,
893499,,,,,
893579,,,,,
893585,"Ikvindt het teveel gedoe ,","I think it's too much hassle,",3.3,,
893598,lukt niet,doesn't work,3.4,,
893698,"Blijkbaar is mijn iPhone te oud om aan het onderzoek mee te doen, het openingsscherm van de gezondheidsapp is duidelijk afwijkend van het voorbeeld dat U geeft.",Apparently my iPhone is too old to participate in the study; the health app's opening screen is clearly different from the example you gave.,3.1,,
893762,Ik wil ze wel delen maar neem mijn telefoon nooit mee,I'd like to share them but I never take my phone with me,4.1,,
893765,nvt,n/a,8.1,,
893770,,,,,
893892,Geen bijzondere redenen,No special reasons,8.1,,
893896,Privacy.,Privacy.,1.1,,
893911,ben slecht thuis met zulke dingen. vindt het teveel gedoe.,I'm not very good with such things. I find it too much hassle.,3.3,,
893945,Ik ian niet helemaal overzien wat ik deel,I don't fully understand what I'm sharing,6.2,,
894041,,,,,
894063,Extra taak in een al heel drukke tijd.,Extra task in an already very busy time.,3.3,,
894113,Geen interesse.,Not interested.,7.1,,
894149,,,,,
894198,dat doe ik niet op mijn telefoon,I don't do that on my phone,3.1,,
894223,,,,,
894296,"Ik ben met dit soort zaken nooit bezig , en doe het ook liever niet , ik gebruik mijn telefoon nooit voor dit soort zaken","I never deal with this kind of thing, and I'd rather not do it either, I never use my phone for this kind of thing",4.4,,
894354,,,,,
894357,,,,,
894363,,,,,
894378,,,,,
894395,,,,,
894433,,,,,
894485,Ik wil mijn telefoon niet altijd bij me hebben.,I don't want to have my phone with me all the time.,3.3,,
894549,,,,,
894595,,,,,
894622,"Dat is privÃ©, ik heb weinig vertrouwen Apple Google en Samsung. Zij zijn commerciÃ«le instellingen.","That's personal; I have little faith in Apple, Google, and Samsung. They're commercial institutions.",1.1,6.4,
894696,Google weet al te veel van mij.,Google already knows too much about me.,1.2,6.4,
894809,Voel me dan opgejaagd,Then I feel hunted,1.1,,
894845,Ik heb veel hinder bij het bewegen door mijn versleten nekwervels en kortademigheid. Dus beweeg ik minder en hierdoor is mijn bijdrage nooit representatief!,"I have a lot of difficulty moving because of my worn-out cervical vertebrae and shortness of breath. So I move less, and because of this, my contribution is never representative!",5.2,4.1,4.4
894869,/,/,8.2,,
894964,"tot op zekere hoogte wel aan Liss, niet aan andere partijen","to a certain extent yes to Liss, not to other parties",6.4,2.1,
894968,Ik heb een smartwatch die alle gegevens bijhoudt.,I have a smartwatch that keeps track of all the data.,8.3,,
895043,Gezien de leeftijd en gezondheid zal weinig informatie verschaffen,Given age and health will provide little information,4.4,4.1,
895047,VIND HET PRIVE NIET IEDEREEN HOEFT TE WETEN WAAR IK EVENTUEEL BEN,I FIND IT PRIVATE NOT EVERYONE NEEDS TO KNOW WHERE I AM,1.1,,
895074,te veel gedoe op dit moment van mijn leven,too much hassle at this point in my life,3.3,,
895190,geen behoefte aan,no need for,4.3,,
895211,Vind het niet nodig.,I don't think it's necessary.,4.3,,
895216,Vragenlijsten invullen vind ik prima om te doen en daar wil ik het bij laten,I am happy to fill out questionnaires and I would like to leave it at that.,6.5,,
895222,5 x geprobeerd. zwaar irritant dat de aanwijzingen niet kloppen. Helemaal klaar mee en stront chagrijnig. bedankt!,Tried 5 times. It's incredibly annoying that the instructions aren't correct. I'm completely fed up with it and incredibly grumpy. Thanks!,3.4,,
895236,Ik heb er op dit moment geen zin in.,I don't feel like it right now.,7.1,,
895246,Zie er het nut niet van in,Don't see the point in it,4.3,,
895300,,,,,
895410,,,,,
895440,Ik heb moeite met digitale middelen. ik heb een mobiele telefoon maar ik heb die alleen bij me als ik de auto neem ingeval van pech.,"I have difficulty with digital devices. I have a mobile phone, but I only have it with me when I take the car in case of a breakdown.",3.2,4.4,
895472,Ik ben lang ziek (geweest) en nog steeds in een heel slechte conditie met vrijwel geen energie om ook maar iets te doen. Ik heb er eenvoudig weg geen zin in nu.,"I've been ill for a long time and am still in very poor condition, with almost no energy to do anything. I simply don't feel like it right now.",5.2,4.1,4.4
895520,beschikbare tijd,available time,3.3,,
895529,,,,,
895570,Te veel werk,Too much work,3.3,,
895598,Teveel gedoe.,Too much hassle.,3.3,,
895607,Te veel gedoe,Too much hassle,3.3,,
895633,Ik heb mijn enkel gebroken dus er gebeurd op dit moment weinig,I broke my ankle so not much is happening at the moment,5.2,4.1,4.4
895635,op dit moment is alles me te veel moeite door het onlangs overlijden van mijn echtgenoot,At the moment everything is too much effort for me due to the recent death of my husband,5.3,,
895729,Op dit moment heb ik geen tijd voor het meedoen.,At the moment I don't have time to participate.,3.3,,
895756,Omdat ik geen stappenteller gebruik,Because I don't use a pedometer,3.4,,
895772,,,,,
895776,,,,,
895779,,,,,
895797,gegevens worden al bereopshalve gedeeld met wergever,data is already shared with the employer on a professional basis,8.3,,
895825,,,,,
895886,Ik heb mijn mobiele telefoon heel vaak niet in mijn broekzak zitten als ik beweeg. Ik tuin heel veel en dan ligt mijn telefoon binnen. Te veel gedoe.,"I often don't have my phone in my pocket when I'm out and about. I garden a lot, and then my phone is inside. Too much hassle.",3.3,4.4,
895956,Huidige omstandigheden,Current circumstances,5.3,,
896005,Heb dat wel een geprobeerd maar vind de gegevens niet kloppen daar de telefoon in m n jaszak of tas zit en in huis draag ik hem ook niet bij me.,"I have tried that, but I don't think the data is correct because the phone is in my jacket pocket or bag and I don't carry it with me at home either.",4.1,4.4,
896008,Ik heb mij voorgenomen mijn gegevens niet te delen.,I have decided not to share my data.,1.1,,
896017,De GSM is eigendom van de werkgever en kan / mag niet gebruikt worden voor dergelijke onderzoeken.,The mobile phone is the property of the employer and cannot/may not be used for such investigations.,3.4,,
896039,"Ik gebruik mijn smartphone alleen als \Phone\"", en whatsapp. Ik kijk weleens naar Google, check mijn mail en lees die op mijn desktop. Afstanden meet ik met mijn fietscomputer. Wandelen met de hond meet ik niet.""","I only use my smartphone as a ""Phone"" and WhatsApp. I sometimes use Google, check my email, and read it on my desktop. I measure distances with my bike computer. I don't count walking the dog.",4.1,4.4,
896215,Niet geÃ¯nteresseerd,Not interested,7.1,,
896252,Geen interesse,Not interested,7.1,,
896417,,,,,
896502,prive,private,1.1,,
896518,,,,,
896527,,,,,
896606,Geen interesse,Not interested,7.1,,
896615,,,,,
896649,"ik weet niet wat voor gegevens, LISS wil delen ik wil eerst informatie dan pas kan ik beslissen hoe wat ik wil graag gebeld worden om om dit","I don't know what kind of data LISS wants to share, I want information first, then I can decide how I want to be called to discuss this.",2.2,,
896847,door onbekendheid heel grote twijfels over privacy,"Due to unfamiliarity, there are major doubts about privacy",2.1,,
896911,,,,,
896936,Delen van gegevens heeft voor mij geen toegevoegde waarde.,Sharing data has no added value for me.,6.3,,
896954,,,,,
896957,Is prive,Is private,1.1,,
896972,Geen interesse in,Not interested in,7.1,,
897063,Wil de moeite niet doen en vind het een beetje vaag,Don't want to bother and find it a bit vague,7.2,6.2,
897067,,,,,
897113,Nvt,N/A,8.1,,
897150,"Ik heb 2 telefoons, 1 van mijn werk en 1 prive. Soms heb ik de ene telefoon de hele tijd bij mij en bij niet werken mijn eigen telefoon. Ik loop ook graag zonder telefoon. Het is ballast.","I have two phones: one for work and one for personal use. Sometimes I have one phone with me all the time, and when I'm not working, I have my own phone with me. I also like to go without a phone. It's just a burden.",4.1,4.4,
897177,,,,,
897253,ik stel veel prijs op mijn privacy. Er is al veel te veel prive informatie over mij bekend (buiten mijn medewerking om).,I value my privacy. Far too much personal information is already known about me (without my consent).,1.1,1.2,
897291,Gaat mij te ver om alles te delen,It goes too far for me to share everything,1.1,,
897299,,,,,
897316,Omslachtig om de gegevens uit mijn laptop te krijgen en de informatie is hier en daar vertrouwelijk,It's cumbersome to get the data out of my laptop and the information is confidential here and there,3.3,1.1,
897317,deze maand is Ramadan en mijn activeteiten en life routine is vrandered.ik beweg minder,This month is Ramadan and my activities and life routine have changed. I move less.,5.3,4.1,4.4
897354,Zie er voor mezelf het nut er niet van in.,I don't see the use of it myself.,6.3,,
897357,kom er zelf wel eruit!,figure it out yourself!,7.1,,
897369,geen behoefte aan,no need for,4.3,,
897416,"Vind het niet fijn om weer app op mijn telefoon te zetten, hij raakt snel vol. Ook geen fijn idee als iedereen weet waar ik ben.",I don't like having to install an app on my phone again; it fills up quickly. It's also not a good idea if everyone knows where I am.,3.3,1.1,
897428,Teveel rompslomp,Too much hassle,3.3,,
897574,,,,,
897625,Zijn niet helemaal te vertrouwen,Are not entirely to be trusted,6.1,,
897653,"Ik heb voor 2e keer in mijn leven borstkanker en ben momenteel in zwaar traject van behandelingen, beweeg daardoor stuk minder","I have breast cancer for the second time in my life and am currently undergoing a heavy course of treatment, which means I move a lot less.",5.2,4.1,4.4
897702,Geen zin in,No sense in,7.1,,
897717,Ff,Ff,8.2,,
897744,Geen zin in deze extra activiteit.,Don't feel like doing this extra activity.,3.3,,
897805,prive,private,1.1,,
